LevelName	TileName	Style	StartSequence	EndSequence	Type1	Cel1	Type2	Cel2	Type2	Cel3	Type4	Cel4
3 Town	wl	14	4	-1	G_WL	81		-1		-1		-1
3 Town	wtlr	14	3	-1	G_WTLL	84		-1		-1		-1
3 Town	wtll	14	3	-1	G_WTLL	84		-1		-1		-1
3 Town	wbr	14	3	-1	G_WBR	85		-1		-1		-1
3 Town	wtr	14	3	-1	G_WTR	83		-1		-1		-1
3 Town	wbl	14	3	-1	G_WBL	82		-1		-1		-1
3 Jungle	fl	0	44	44	Waypoint	307		-1		-1		-1
3 Jungle	fl	4	18	18	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	4	33	33	A3 brdge end 4 33	491		-1		-1		-1
3 Jungle	fl	4	36	36	A3 brdge end 4 36	492		-1		-1		-1
3 Jungle	fl	4	38	38	A3 brdge end 4 38	493		-1		-1		-1
3 Jungle	fl	4	39	39	A3 brdge end 4 39	494		-1		-1		-1
3 Jungle	fl	4	34	35	A3 brdge end 4 34	495		-1		-1		-1
3 Jungle	fl	4	40	40	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	4	37	37	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	4	42	42	bridgeLt	568		-1		-1		-1
3 Jungle	fl	4	46	46	bridgeLt	568		-1		-1		-1
3 Jungle	fl	4	50	50	bridgeLt	568		-1		-1		-1
3 Jungle	fl	4	43	43	bridgeLb	569		-1		-1		-1
3 Jungle	fl	4	47	47	bridgeLb	569		-1		-1		-1
3 Jungle	fl	4	51	51	bridgeLb	569		-1		-1		-1
3 Jungle	fl	10	0	0	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	10	37	37	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	10	41	41	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	10	45	45	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	10	46	48	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	10	49	49	RB_WBR_TB	526		-1		-1		-1
3 Jungle	fl	10	18	18	RB_WBR_BW	527		-1		-1		-1
3 Jungle	fl	10	4	4	RB_WTR_X	528		-1		-1		-1
3 Jungle	fl	10	42	42	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	10	56	56	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	10	59	59	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	10	1	3	RB_WR_B	532		-1		-1		-1
3 Jungle	wr	10	0	7	tree01	472	tree02	473	tree03	474	tree04	475
3 Jungle	wl	10	0	7	tree01	472	tree02	473	tree03	474	tree04	475
3 Jungle	wl	10	13	13	tree01	472	tree02	473	tree03	474	tree04	475
3 Jungle	wtr	10	0	2	tree01	472	tree02	473	tree03	474	tree04	475
3 Jungle	wbl	10	0	2	tree01	472	tree02	473	tree03	474	tree04	475
3 Jungle	fl	11	42	42	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	11	31	31	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	35	35	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	39	39	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	42	42	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	11	47	47	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	51	51	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	55	55	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	59	59	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	11	20	20	RB_WTR_X	528		-1		-1		-1
3 Jungle	fl	11	3	3	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	11	7	7	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	11	11	11	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	11	15	15	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	12	27	27	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	12	44	44	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	12	49	49	RB_WTLL_TB	537		-1		-1		-1
3 Jungle	fl	12	52	52	RB_WTLL_TB	537		-1		-1		-1
3 Jungle	fl	12	0	1	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	12	5	5	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	12	50	50	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	12	56	56	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	12	60	60	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	12	24	24	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	12	51	51	RB_WTR_X	528		-1		-1		-1
3 Jungle	fl	12	6	6	RB_WTR	529		-1		-1		-1
3 Jungle	fl	12	29	31	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	12	28	28	RB_WBL	525		-1		-1		-1
3 Jungle	fl	12	2	2	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	12	10	10	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	12	14	14	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	12	48	48	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	13	13	13	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	13	28	28	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	13	31	34	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	13	47	47	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	13	54	54	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	13	10	10	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	13	27	27	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	13	17	17	RB_WBR_TB	526		-1		-1		-1
3 Jungle	fl	13	28	30	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	13	53	53	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	13	15	16	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	13	14	14	RB_WBL	525		-1		-1		-1
3 Jungle	fl	13	0	8	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	13	61	61	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	14	60	60	S Edwn in Twn	223		-1		-1		-1
3 Jungle	fl	14	18	18	bridgeLt	568		-1		-1		-1
3 Jungle	fl	14	26	26	bridgeLt	568		-1		-1		-1
3 Jungle	fl	14	28	28	bridgeLt	568		-1		-1		-1
3 Jungle	fl	14	19	19	bridgeLb	569		-1		-1		-1
3 Jungle	fl	14	27	27	bridgeLb	569		-1		-1		-1
3 Jungle	fl	14	29	29	bridgeLb	569		-1		-1		-1
3 Jungle	fl	14	2	2	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	4	4	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	6	6	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	8	8	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	10	10	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	12	12	bridgeRb	571		-1		-1		-1
3 Jungle	fl	14	3	3	bridgeRt	570		-1		-1		-1
3 Jungle	fl	14	5	5	bridgeRt	570		-1		-1		-1
3 Jungle	fl	14	7	7	bridgeRt	570		-1		-1		-1
3 Jungle	fl	14	9	9	bridgeRt	570		-1		-1		-1
3 Jungle	fl	14	11	11	bridgeRt	570		-1		-1		-1
3 Jungle	fl	14	13	13	bridgeRt	570		-1		-1		-1
3 Jungle	wr	14	0	24	G_WR	80		-1		-1		-1
3 Jungle	wl	14	0	18	G_WL	81		-1		-1		-1
3 Jungle	wl	14	20	24	G_WL	81		-1		-1		-1
3 Jungle	wr	14	25	25	G_wrd_a	88		-1		-1		-1
3 Jungle	wl	14	26	26	G_wld_a	91		-1		-1		-1
3 Jungle	wr	14	26	26	G_wrd_b	89		-1		-1		-1
3 Jungle	wl	14	25	25	G_wld_b	92		-1		-1		-1
3 Jungle	wr	14	27	27	G_wrd_a	88		-1		-1		-1
3 Jungle	wl	14	27	27	G_wld_a	91		-1		-1		-1
3 Jungle	wtlr	14	-1	-1	G_WTLL	84		-1		-1		-1
3 Jungle	wtll	14	-1	-1	G_WTLL	84		-1		-1		-1
3 Jungle	wbr	14	-1	-1	G_WBR	85		-1		-1		-1
3 Jungle	wtr	14	-1	-1	G_WTR	83		-1		-1		-1
3 Jungle	wbl	14	-1	-1	G_WBL	82		-1		-1		-1
3 Jungle	co	14	-1	-1	G_WBR	85		-1		-1		-1
3 Jungle	fl	15	49	57	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	36	36	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	38	38	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	40	40	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	42	42	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	33	33	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	29	29	wl_walkway	280		-1		-1		-1
3 Jungle	fl	15	22	22	T3_WBL	385		-1		-1		-1
3 Jungle	fl	15	23	23	T3_WR	381		-1		-1		-1
3 Jungle	fl	15	25	25	T3_WR	381		-1		-1		-1
3 Jungle	fl	15	26	26	T3_WBR	383		-1		-1		-1
3 Jungle	fl	15	20	20	T3_WL	380		-1		-1		-1
3 Jungle	fl	15	14	14	T3_WL	380		-1		-1		-1
3 Jungle	wr	15	1	1	DungnEnt_wr151	597		-1		-1		-1
3 Jungle	wl	15	0	0	DungnEnt_wl150	598		-1		-1		-1
3 Jungle	fl	15	30	32	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	3	3	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	9	9	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	15	15	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	21	21	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	34	34	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	39	39	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	41	41	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	43	43	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	35	35	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	15	27	27	River_A	520	River_B	521	River_C	522		-1
3 Jungle	wbr	16	0	0	act3 pyghut01	516		-1		-1		-1
3 Jungle	wbr	16	1	1	act3 pyghut02	517		-1		-1		-1
3 Jungle	fl	16	44	44	GidbinnHolder	478		-1		-1		-1
3 Jungle	fl	16	24	25	bridgeRb	571		-1		-1		-1
3 Jungle	fl	16	28	29	bridgeRt	570		-1		-1		-1
3 Jungle	fl	16	34	34	bridgeLt	568		-1		-1		-1
3 Jungle	fl	16	36	36	bridgeLt	568		-1		-1		-1
3 Jungle	fl	16	35	35	bridgeLb	569		-1		-1		-1
3 Jungle	fl	16	37	37	bridgeLb	569		-1		-1		-1
3 Jungle	fl	16	6	7	logbrdgeR	572		-1		-1		-1
3 Jungle	fl	16	10	10	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	16	11	11	RB_WL_B	531		-1		-1		-1
3 Jungle	fl	16	16	16	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	16	18	18	RB_WR_B	532		-1		-1		-1
3 Jungle	fl	16	17	17	logbrdgeL	573		-1		-1		-1
3 Jungle	fl	16	19	19	logbrdgeL	573		-1		-1		-1
3 Jungle	fl	17	3	3	Spider_Lair_2204	375		-1		-1		-1
3 Jungle	fl	18	15	15	RB_WTLL_TW	536		-1		-1		-1
3 Jungle	fl	18	12	12	RB_WBL_X	530		-1		-1		-1
3 Jungle	fl	18	19	19	RB_WBR_TB	526		-1		-1		-1
3 Jungle	fl	18	17	18	RB_WR_T	524		-1		-1		-1
3 Jungle	fl	18	1	1	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	18	4	4	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	18	7	7	RB_WL _T	523		-1		-1		-1
3 Jungle	fl	18	16	16	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	18	5	5	River_A	520	River_B	521	River_C	522		-1
3 Jungle	fl	18	2	2	River_A	520	River_B	521	River_C	522		-1
3 Spider	wr	0	0	9	Act3_SL_WR A	600		-1		-1		-1
3 Spider	wl	0	0	9	Act3_SL_WL A	601		-1		-1		-1
3 Spider	wr	0	10	10	Act3_SL_WBL	602		-1		-1		-1
3 Spider	wl	0	10	10	Act3_SL_WTR	603		-1		-1		-1
3 Spider	wr	0	11	11	Act3_SL_WTLL	604		-1		-1		-1
3 Spider	wr	0	12	-1	Act3_SL_WR A	600		-1		-1		-1
3 Spider	wl	0	12	-1	Act3_SL_WL A	601		-1		-1		-1
3 Spider	wtlr	0	-1	-1	Act3_SL_WTLL	604		-1		-1		-1
3 Spider	wtll	0	-1	-1	Act3_SL_WTLL	604		-1		-1		-1
3 Spider	wbr	0	-1	-1	Act3_SL_WBR	605		-1		-1		-1
3 Spider	wtr	0	-1	-1	Act3_SL_WTR	603		-1		-1		-1
3 Spider	wbl	0	-1	-1	Act3_SL_WBL	602		-1		-1		-1
3 Spider	co	0	-1	-1	Act3_SL_WBL	602		-1		-1		-1
3 Spider	wr	1	-1	-1	Act3_SL_WR A	600		-1		-1		-1
3 Spider	wl	1	-1	-1	Act3_SL_WL A	601		-1		-1		-1
3 Spider	wtlr	1	-1	-1	Act3_SL_WTLL	604		-1		-1		-1
3 Spider	wtll	1	-1	-1	Act3_SL_WTLL	604		-1		-1		-1
3 Spider	wbr	1	-1	-1	Act3_SL_WBR	605		-1		-1		-1
3 Spider	wtr	1	-1	-1	Act3_SL_WTR	603		-1		-1		-1
3 Spider	wbl	1	-1	-1	Act3_SL_WBL	602		-1		-1		-1
3 Spider	co	1	-1	-1	Act3_SL_WBR	605		-1		-1		-1
3 Spider	wre	1	0	0	Act3_SL_WRE A	610		-1		-1		-1
3 Spider	wre	1	1	1	Act3_SL_WRE B	611		-1		-1		-1
3 Kurast	wre	0	0	0	WRE A	30		-1		-1		-1
3 Kurast	wre	0	1	1	WRE B	31		-1		-1		-1
3 Kurast	wle	0	0	0	WLE A	32		-1		-1		-1
3 Kurast	wle	0	1	1	WLE B	33		-1		-1		-1
3 Kurast	fl	0	44	44	Waypoint	307		-1		-1		-1
3 Kurast	fl	46	25	25	Waypoint	307		-1		-1		-1
3 Kurast	wre	1	0	0	WRE A	30		-1		-1		-1
3 Kurast	wre	1	1	1	WRE B	31		-1		-1		-1
3 Kurast	wre	1	4	4	WRE A	30		-1		-1		-1
3 Kurast	wre	1	5	5	WRE B	31		-1		-1		-1
3 Kurast	wle	1	4	4	WLE A	32		-1		-1		-1
3 Kurast	wle	1	5	5	WLE B	33		-1		-1		-1
3 Kurast	wre	2	0	0	WRE A	30		-1		-1		-1
3 Kurast	wre	2	1	1	WRE B	31		-1		-1		-1
3 Kurast	wle	2	0	0	WLE A	32		-1		-1		-1
3 Kurast	wle	2	1	1	WLE B	33		-1		-1		-1
3 Kurast	wre	3	0	0	WRE A	30		-1		-1		-1
3 Kurast	wre	3	1	1	WRE B	31		-1		-1		-1
3 Kurast	wr	10	0	7	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wl	10	0	7	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wl	10	13	13	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wtr	10	0	2	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wbl	10	0	2	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wl	10	30	30	tree01	472	tree02	473	tree03	474	tree04	475
3 Kurast	wr	20	-1	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	20	-1	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wtlr	20	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	20	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	20	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	20	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	20	-1	-1	WBL	22		-1		-1		-1
3 Kurast	wr	20	-1	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	20	-1	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wtlr	20	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	20	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	20	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	20	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	20	-1	-1	WBL	22		-1		-1		-1
3 Kurast	wrd	20	0	0	WRD 1	34		-1		-1		-1
3 Kurast	wld	20	0	0	WLD 1	35		-1		-1		-1
3 Kurast	wr	21	-1	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	21	-1	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wtlr	21	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	21	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	21	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	21	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	21	-1	-1	WBL	22		-1		-1		-1
3 Kurast	wr	22	0	0	Kurast arch wr	672		-1		-1		-1
3 Kurast	wr	22	2	2	Kurast arch wr	672		-1		-1		-1
3 Kurast	wl	22	2	2	Kurast arch wl	673		-1		-1		-1
3 Kurast	wbl	22	2	2	Kurast arch wbl	674		-1		-1		-1
3 Kurast	wtr	22	2	2	Kurast arch wtr	675		-1		-1		-1
3 Kurast	wtll	22	2	2	Kurast arch wtll	676		-1		-1		-1
3 Kurast	wr	22	-1	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	22	-1	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wtlr	22	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	22	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	22	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	22	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	22	-1	-1	WBL	22		-1		-1		-1
3 Kurast	wr	24	-1	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	24	-1	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wtlr	24	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	24	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	24	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	24	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	24	-1	-1	WBL	22		-1		-1		-1
3 Kurast	wrd	24	-1	-1	WRD 1	34		-1		-1		-1
3 Kurast	wld	24	-1	-1	WLD 1	35		-1		-1		-1
3 Kurast	wr	25	2	2	Kurast arch wr	672		-1		-1		-1
3 Kurast	wl	25	2	2	Kurast arch wl	673		-1		-1		-1
3 Kurast	wbl	25	2	2	Kurast arch wbl	674		-1		-1		-1
3 Kurast	wtr	25	2	2	Kurast arch wtr	675		-1		-1		-1
3 Kurast	wtll	25	2	2	Kurast arch wtll	676		-1		-1		-1
3 Kurast	wr	26	2	-1	WR A	20	WR B	38		-1		-1
3 Kurast	wl	26	2	-1	WL A	21	WL B	39		-1		-1
3 Kurast	wr	27	0	0	A3 Ht wr 27	780		-1		-1		-1
3 Kurast	wr	27	3	8	A3 Ht wr 27	780		-1		-1		-1
3 Kurast	wl	27	0	0	A3 Ht wl 27	781		-1		-1		-1
3 Kurast	wl	27	3	8	A3 Ht wl 27	781		-1		-1		-1
3 Kurast	wtll	27	0	0	A3 Ht wtll 27	782		-1		-1		-1
3 Kurast	wtr	27	0	0	A3 Ht wtr 27	783		-1		-1		-1
3 Kurast	wbl	27	0	0	A3 Ht wbl 27	784		-1		-1		-1
3 Kurast	wbr	27	0	0	A3 Ht wbr 27	785		-1		-1		-1
3 Kurast	wl	27	1	1	A3 Ht wl 27	786		-1		-1		-1
3 Kurast	wr	27	1	1	A3 Ht wr 27 1	788		-1		-1		-1
3 Kurast	wrd	27	0	1	A3 Ht rd 27 0/1	795		-1		-1		-1
3 Kurast	wld	27	0	2	A3 Ht ld 27 0/1	796		-1		-1		-1
3 Kurast	wl	27	5	5	A3 Ht wl 27 5	787		-1		-1		-1
3 Kurast	wl	27	6	6	A3 Ht wl 27 6	792		-1		-1		-1
3 Kurast	wr	27	5	5	A3 Ht wr 27 5/7	789		-1		-1		-1
3 Kurast	wr	27	6	6	A3 Ht wr 27 6	793		-1		-1		-1
3 Kurast	wr	27	7	7	A3 Ht wr 27 5/7	789		-1		-1		-1
3 Kurast	wtll	27	0	0	A3 Ht wtll 27 1	797		-1		-1		-1
3 Kurast	wtll	27	0	0	A3 Ht wtll 27 2	798		-1		-1		-1
3 Kurast	wr	28	0	0	A3 Khts wr28 0	712		-1		-1		-1
3 Kurast	wr	28	1	1	A3 Khts wr28 1	711		-1		-1		-1
3 Kurast	wr	28	2	2	A3 Khts wr28 1	711		-1		-1		-1
3 Kurast	wr	28	4	6	A3 Khts wr28 0	712		-1		-1		-1
3 Kurast	wr	28	3	3	A3 Khts wr28 1	711		-1		-1		-1
3 Kurast	wl	28	0	0	A3 Khts wl28 0	710		-1		-1		-1
3 Kurast	wl	28	1	1	A3 Khts wl28 1	709		-1		-1		-1
3 Kurast	wl	28	2	2	A3 Khts wl28 1	709		-1		-1		-1
3 Kurast	wl	28	4	6	A3 Khts wl28 0	710		-1		-1		-1
3 Kurast	wl	28	3	3	A3 Khts wl28 1	709		-1		-1		-1
3 Kurast	wtll	28	0	0	A3 Khts wtll28 0	717		-1		-1		-1
3 Kurast	wbr	28	0	0	A3XX Khts wbr	708		-1		-1		-1
3 Kurast	wtr	28	0	0	A3 Khts wtr28 0	714		-1		-1		-1
3 Kurast	wbl	28	0	0	A3 Khts wbl28 0	713		-1		-1		-1
3 Kurast	wr	30	-1	-1	Act3_TRC_wr	620		-1		-1		-1
3 Kurast	wl	30	-1	-1	Act3_TRC_wl	621		-1		-1		-1
3 Kurast	wtlr	30	-1	-1	Act3_TRC_wtll	624		-1		-1		-1
3 Kurast	wtll	30	-1	-1	Act3_TRC_wtll	624		-1		-1		-1
3 Kurast	wbr	30	-1	-1	Act3_TRC_wbr	625		-1		-1		-1
3 Kurast	wtr	30	-1	-1	Act3_TRC_wtr	623		-1		-1		-1
3 Kurast	wbl	30	-1	-1	Act3_TRC_wbl	622		-1		-1		-1
3 Kurast	fl	29	-1	-1	River_A	520	River_B	521	River_C	522		-1
3 Kurast	fl	4	53	55	River_A	520	River_B	521	River_C	522		-1
3 Kurast	fl	4	59	61	River_A	520	River_B	521	River_C	522		-1
3 Kurast	fl	15	49	57	River_A	520	River_B	521	River_C	522		-1
3 Kurast	fl	30	3	3	A3_trc_wbr	660		-1		-1		-1
3 Kurast	fl	30	6	6	A3_trc_wbr	660		-1		-1		-1
3 Kurast	fl	30	1	1	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	30	7	7	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	30	21	21	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	30	8	8	A3_trc_wtr	662		-1		-1		-1
3 Kurast	fl	30	2	2	A3_trc_wtr	662		-1		-1		-1
3 Kurast	fl	30	9	9	A3_trc_wr	663		-1		-1		-1
3 Kurast	fl	30	4	4	A3_trc_wr	663		-1		-1		-1
3 Kurast	fl	30	10	10	A3_trc_wl	664		-1		-1		-1
3 Kurast	fl	30	5	5	A3_trc_wl	664		-1		-1		-1
3 Kurast	fl	30	20	20	A3_trc_wtll	665		-1		-1		-1
3 Kurast	fl	30	11	11	A3_trc_wrstr01	666		-1		-1		-1
3 Kurast	fl	30	12	12	A3_trc_wrstr02	667		-1		-1		-1
3 Kurast	fl	30	13	13	A3_trc_wrstr03	668		-1		-1		-1
3 Kurast	fl	30	14	14	A3_trc_wlstr01	669		-1		-1		-1
3 Kurast	fl	30	15	15	A3_trc_wlstr02	670		-1		-1		-1
3 Kurast	fl	30	16	16	A3_trc_wlstr03	671		-1		-1		-1
3 Kurast	fl	31	3	3	A3_trc_wbr	660		-1		-1		-1
3 Kurast	fl	31	1	1	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	31	2	2	A3_trc_wtr	662		-1		-1		-1
3 Kurast	fl	31	4	4	A3_trc_wr	663		-1		-1		-1
3 Kurast	fl	31	5	5	A3_trc_wl	664		-1		-1		-1
3 Kurast	fl	31	0	0	A3_trc_wtll	665		-1		-1		-1
3 Kurast	fl	31	19	19	A3_trc_wbr	660		-1		-1		-1
3 Kurast	fl	31	17	17	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	31	18	18	A3_trc_wtr	662		-1		-1		-1
3 Kurast	fl	31	20	20	A3_trc_wr	663		-1		-1		-1
3 Kurast	fl	31	21	21	A3_trc_wl	664		-1		-1		-1
3 Kurast	fl	31	16	16	A3_trc_wtll	665		-1		-1		-1
3 Kurast	fl	31	6	6	A3_trc_wrstr01	666		-1		-1		-1
3 Kurast	fl	31	7	7	A3_trc_wrstr02	667		-1		-1		-1
3 Kurast	fl	31	8	8	A3_trc_wrstr03	668		-1		-1		-1
3 Kurast	fl	31	9	9	A3_trc_wlstr01	669		-1		-1		-1
3 Kurast	fl	31	10	10	A3_trc_wlstr02	670		-1		-1		-1
3 Kurast	fl	31	11	11	A3_trc_wlstr03	671		-1		-1		-1
3 Kurast	fl	31	22	22	A3_trc_wrstr01	666		-1		-1		-1
3 Kurast	fl	31	23	23	A3_trc_wrstr02	667		-1		-1		-1
3 Kurast	fl	31	24	24	A3_trc_wrstr03	668		-1		-1		-1
3 Kurast	fl	31	25	25	A3_trc_wlstr01	669		-1		-1		-1
3 Kurast	fl	31	26	26	A3_trc_wlstr02	670		-1		-1		-1
3 Kurast	fl	31	27	27	A3_trc_wlstr03	671		-1		-1		-1
3 Kurast	wr	31	-1	-1	Act3_edge_wr	640		-1		-1		-1
3 Kurast	wl	31	-1	-1	Act3_edge_wl	641		-1		-1		-1
3 Kurast	wtlr	31	-1	-1	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	wtll	31	-1	-1	Act3_edge_wtll	644		-1		-1		-1
3 Kurast	wbr	31	-1	-1	Act3_edge_wbr	645		-1		-1		-1
3 Kurast	wtr	31	-1	-1	Act3_edge_wtr	643		-1		-1		-1
3 Kurast	wbl	31	-1	-1	Act3_edge_wbl	642		-1		-1		-1
3 Kurast	fl	32	0	0	A3_trc_wtll	665		-1		-1		-1
3 Kurast	fl	32	1	1	A3_trc_wbl	661		-1		-1		-1
3 Kurast	fl	32	2	2	A3_trc_wl	664		-1		-1		-1
3 Kurast	fl	32	3	3	FTwr_marker	432		-1		-1		-1
3 Kurast	wr	48	5	6	WBL_D1	292		-1		-1		-1
3 Kurast	wl	48	5	6	WTR_D1	293		-1		-1		-1
3 Kurast	wr	48	-1	-1	WR A	20		-1		-1		-1
3 Kurast	wl	48	-1	-1	WL A	21		-1		-1		-1
3 Kurast	wtlr	48	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wtll	48	-1	-1	WTLL	24		-1		-1		-1
3 Kurast	wbr	48	-1	-1	WBR	25		-1		-1		-1
3 Kurast	wtr	48	1	1	WTR_D1	293		-1		-1		-1
3 Kurast	wtr	48	-1	-1	WTR	23		-1		-1		-1
3 Kurast	wbl	48	0	1	WBL_D1	292		-1		-1		-1
3 Kurast	wbl	48	-1	-1	WBL	22		-1		-1		-1
3 Kurast	fl	48	0	0	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	48	2	2	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	48	6	6	Act3_edge_wr	640		-1		-1		-1
3 Kurast	fl	48	8	8	Act3_edge_wr	640		-1		-1		-1
